knee_angle_left,knee_angle_right,knee_angle_avg,hip_angle_left,hip_angle_right,ankle_angle_left,ankle_angle_right,back_angle,hip_hinge_angle,frontal_weight,foot_asymmetry,knee_cave_pct_left,knee_cave_pct_right,knee_over_toe_left,knee_over_toe_right,shoulder_width,hip_width,elbow_width,elbow_flare_pct,elbow_flare_angle_lateral,arm_angle_left,arm_angle_right,wrist_dev_left,wrist_dev_right,exercise_type
55.9,59.13,57.515,76.03,48.56,87.52,147.09,16.44,48.56,0.325,0.0155875304254115,15.353165220141474,-2.515126845026505,0.05328592384043762,-0.007144624924020793,0.0927815672431821,0.05251302757123877,0.060454682605149856,-34.84192560932164,10.052692162438142,176.81,142.51,0.00446013808216883,0.0659281978621804,SQUAT
75.74,89.48,82.61,34.06,138.76,105.76,96.31,26.65,138.76,0.15,0.02704625781840264,6.5705153253511455,8.75733157595404,0.022729696680726552,0.01906976325592863,0.024704980295392587,0.29109849109996006,0.020600613701974413,-16.613518992296576,0.4794562869103024,118.6,78.68,0.11050611258696375,0.10460029251427816,SQUAT
173.94,170.0,171.97,151.94,150.54,99.11,149.2,13.74,150.54,0.15,0.0029643094102946854,5.4824771635270775,9.241297730965014,0.008641125202685118,0.08974237546277486,0.019906056755538915,0.16443871271333899,0.022748486631233633,14.279221196854092,1.5995421398878396,69.37,143.06,0.0917422594423229,0.06827606737517516,SQUAT
167.77,166.55,167.16000000000003,147.96,177.96,177.14,113.3,21.4,147.96,0.159,0.0028079791174705493,0.6226621389697373,3.0949057890919507,0.008733698812212365,-0.013834894390365726,0.00699068533580216,0.08351421335572057,0.0045978392132441925,-34.229063498298565,7.410558768581879,85.06,136.05,0.0954756413058877,0.06522633084394769,SQUAT
72.97,78.64,75.805,30.75,28.54,141.12,120.95,52.36,30.75,0.0,0.007641624874871078,3.5414180105904802,-1.4996093552740564,0.07519249706988718,0.017198138544320285,0.011332739756855448,0.05281567703489215,0.019720286447107715,74.01164122893088,14.016675438146875,95.72,103.86,0.15709300156153494,0.11504821201498022,SQUAT
153.93,166.96,160.445,109.57,167.96,137.21,107.46,40.1,138.76,0.991,0.015223273206411148,1.609476338056176,-1.0581809744710124,0.05045682172170196,0.04131820698605748,0.18712988689088794,0.3198792757988441,0.18295637210705673,-2.2302769766887707,10.713778650723613,75.91,64.89,0.13786199501400404,0.07290613725610806,SQUAT
95.87,89.47,92.67,25.98,166.01,126.18,97.03,47.03,166.01,0.25,0.018683748295245994,-0.5350381096251466,11.821996736738678,-0.03631584116986791,0.08512640249047365,0.006013137240856725,0.3239689175480238,0.01819019420492729,202.5075509890679,6.244130441376467,94.5,151.59,0.10237043937169266,0.06626409921549392,SQUAT
111.9,112.86,112.38,76.48,70.65,136.71,89.82,49.57,74.59,0.648,0.0007269721253714279,4.4311578818366835,-1.006000842244592,0.03094081368526891,0.04407399602489015,0.12277206315247963,0.13110690515146248,0.08073253071222103,-34.24193693645648,18.67265848041727,145.71,131.99,0.08465863400482682,0.06985731762700159,SQUAT
66.1,69.14,67.62,3.32,2.49,98.96,169.67,70.72,3.13,0.459,0.0045842909069826465,3.4546965845611455,-0.36471424995550006,-0.04548928814091563,0.0021973541595193824,0.09018890716841965,0.10876961019779824,0.13375110476864988,48.301059374055555,9.613820065823624,61.74,80.13,0.10228264773389856,0.12512097339627848,SQUAT
108.11,118.18,113.14500000000001,75.02,84.81,164.71,143.48,43.07,79.91,0.923,0.014302302970725878,4.457450219588599,-1.5680813544719618,0.07918905077053656,0.011454165456264542,0.13040405356003526,0.210192247671947,0.14339240693835092,9.960084080006073,13.346340415042995,153.71,80.61,0.06929043785708006,0.13091535703601132,SQUAT
62.66,68.17,65.41499999999999,9.62,60.08,166.13,132.22,34.6,24.68,0.597,0.0027439054399919227,-1.3548992684949912,0.4567741670121084,-0.03242552051667652,-0.04704352359714925,0.1492082408058647,0.4965560426733047,0.08810191654483779,-40.95371939981019,26.461247042145168,67.6,78.9,0.13690115276533732,0.14442756942245072,SQUAT
104.21,102.08,103.145,162.46,158.04,110.52,153.64,51.71,162.46,0.0,0.00689301501269779,-2.349914070550385,3.0741482469438863,0.09352063756940332,0.01874314509514885,0.0218102855939859,0.04441361761951512,0.017137439884658545,-21.424963415499125,9.601155950642514,85.72,120.1,0.11766073501078922,0.11902524455648178,SQUAT
107.08,128.8,117.94,55.46,98.31,52.32,141.65,41.94,65.68,0.477,0.04184331428092569,1.8974094460371738,-1.6627628615586088,-0.013522256476091177,0.015270152324981079,0.09391682408847235,0.5345192835781318,0.1455338878154524,54.9604016404508,37.550763788226035,92.96,121.04,0.08221299445330638,0.11069039231958744,SQUAT
161.25,171.93,166.59,144.09,164.49,125.24,110.68,18.83,164.49,0.0,0.021080682068862933,2.8770700004599306,1.923464371934075,0.049660566522641,0.03269138447829656,0.03874975113153356,0.05269573004703232,0.00886828826071917,-77.11394782739035,10.558040541280022,75.45,118.2,0.12729657950614615,0.12775934791232363,SQUAT
167.97,179.83,173.9,162.26,169.31,74.48,179.75,8.65,165.78,0.718,0.03759157704009908,5.585973874973743,-2.60932504257948,-0.040773346990632175,-0.03605848633352937,0.09611179978606088,0.2140723423157736,0.14910940775916998,55.14162474438997,4.761245635055839,110.34,162.74,0.06908877000568742,0.029919271202848985,SQUAT
59.07,68.21,63.64,27.18,31.88,68.24,96.98,47.59,29.53,0.938,0.007339270795833963,11.786585224457319,0.038131265878704745,0.04289850095312853,0.09845258885696095,0.13906766757557348,0.1886051657559329,0.15950608370467972,14.696741870643226,14.445167142540168,129.87,99.11,0.08665830922758344,0.13276375927116646,SQUAT
74.44,79.81,77.125,21.82,84.94,130.72,108.64,2.95,84.94,0.15,0.02151031745252252,1.5433203429929765,3.005720109982435,-0.011977434491918904,0.07990999222056405,0.018611611751238377,0.39445456829750747,0.021280566480931906,14.340266524826589,13.380465346643216,77.51,57.72,0.13204031933008897,0.09887694455893181,SQUAT
52.82,58.5,55.66,67.7,43.19,78.24,103.76,20.15,55.45,0.908,0.01741928798749992,11.875668228390262,-2.690137860090247,-0.013898567799247585,0.040905866257349044,0.15949286437228766,0.09771620943127413,0.17405895128775017,9.132751469973234,9.60344896065452,79.81,100.88,0.07180720492151552,0.11633830058533573,SQUAT
163.67,160.23,161.95,159.44,138.96,66.39,148.74,19.71,149.2,0.852,0.011749665804535625,13.541652714010006,7.732735112355627,0.01305760285909996,0.06893512101884047,0.14282207138174186,0.0850882403744394,0.12453646566757504,-12.803067157100777,9.436982401102139,130.71,147.35,0.10126300257090692,0.08109259387125389,SQUAT
167.66,174.79,171.225,167.83,147.78,138.11,91.25,18.31,147.78,0.229,0.025151706218805248,-1.2398375950655127,7.38583294884505,0.03883774521514627,-0.03185498490005506,0.009409170533161426,0.1114293634376789,0.01456228527385911,54.76693957810825,8.22053799247821,89.29,156.78,0.14346280702960312,0.07579689779978521,SQUAT
