knee_angle_left,knee_angle_right,knee_angle_avg,hip_angle_left,hip_angle_right,ankle_angle_left,ankle_angle_right,back_angle,hip_hinge_angle,frontal_weight,foot_asymmetry,knee_cave_pct_left,knee_cave_pct_right,knee_over_toe_left,knee_over_toe_right,shoulder_width,hip_width,elbow_width,elbow_flare_pct,elbow_flare_angle_lateral,arm_angle_left,arm_angle_right,wrist_dev_left,wrist_dev_right,phase_code,BACK_ROUNDED,HIPS_TOO_HIGH,score
145.86,161.36,153.61,125.32,152.06,160.11,51.14,26.96,125.32,0.15,0.057531222445863284,1.8521429780959775,0.6877832437618359,0.04516050107528846,-0.010617061800512917,0.01690284782143847,0.18679144827163902,0.038269959165728284,126.41130991659975,9.607903191867202,156.15,130.86,0.043776652426764595,0.04827507393485453,2,NONE,NONE,100.0
104.88,100.75,102.815,40.67,48.35,172.06,122.2,60.71,40.67,0.1,0.02618398417515788,-1.512350329407186,-1.266702391216823,-0.019624251580148466,0.015496385023194725,0.0016882291681640238,0.052652955415234404,0.0016210249527421894,-3.9807519434651204,7.070792849201127,157.15,168.15,0.04609357505341394,0.04204524723687808,2,HIGH,NONE,75.0
134.44,136.81,135.625,158.08,153.28,161.67,164.87,20.51,155.68,0.929,0.0026581370367042556,-0.1305149690785934,-0.3125937717645244,0.00465373105103567,-0.014143314225198766,0.15887255378675358,0.19579677681778973,0.13389597275647303,-15.721142787070274,4.903202548364158,174.53,173.48,0.023034532196702373,0.00037749394628006083,2,NONE,NONE,100.0
115.26,112.35,113.805,122.07,112.21,153.7,117.62,6.58,122.07,0.1,0.0055489937866005645,-0.09932048690649009,1.0408984946531197,-0.008183394922722964,-0.011063196699246491,0.008599380957769909,0.03553850186658758,0.013043515387339166,51.67970172962034,6.9882686160190595,169.13,161.08,0.00466343709194339,0.02833439132042559,2,NONE,NONE,100.0
115.83,102.53,109.18,176.32,165.16,174.73,141.33,66.39,172.73,0.644,0.025428725370562066,-0.0005394892185595079,1.4826686929512722,-0.00406091322746327,0.018960703242603794,0.0818279570796383,0.19916095950999557,0.09511583730233186,16.238802356707076,7.602253441100026,159.02,180.0,0.06553917261793707,0.0,2,HIGH,NONE,75.0
105.24,112.91,109.07499999999999,111.67,43.5,105.62,163.03,15.96,111.67,0.15,0.008932105650875544,3.689699550201925,1.1311504239175374,0.015952377604466328,0.013728788235223277,0.02781883064233215,0.35121724846049823,0.004307002492789591,-84.51767240627437,8.496189723087037,178.94,158.0,0.024745994070515476,0.020955223176692517,2,NONE,NONE,100.0
111.8,107.86,109.83,49.35,92.51,178.17,142.95,33.92,70.93,0.956,0.015693645241649956,-1.279580637202421,0.858136869681192,-0.018321889605409203,0.04440842410564738,0.14228955383450204,0.5783361467383457,0.19179281559326777,34.79051021295866,19.980182697449717,159.39,170.65,0.024354217401509004,0.0559005235445299,2,MEDIUM,NONE,85.0
176.68,177.51,177.095,170.2,179.22,156.3,141.93,5.46,174.71,0.961,0.010542601473577884,-1.000880083980088,0.5730384327145233,0.0003903182197121935,-0.013884299697306202,0.14436137983557729,0.18764582283125747,0.17503164298517504,21.245476584201498,9.82754253797352,167.38,173.67,0.03196610139588524,0.017715172534257362,1,NONE,NONE,100.0
105.38,103.48,104.43,72.2,77.25,161.18,164.2,31.16,72.2,0.0,0.012874788810266047,-0.7886694802574368,0.3341220769551678,-0.0191294420825312,-0.007093446493528832,0.01321148113411652,0.04278069882085683,0.01820300700049282,37.78172799631443,8.282202078018662,160.38,146.49,0.04281987032827833,0.061775097413243996,2,MEDIUM,NONE,85.0
90.11,101.2,95.655,112.49,39.44,159.7,161.66,50.17,75.97,0.979,0.0030102414233311725,-2.4293161526193985,-0.515680882697489,-0.0140765170735761,-0.017396187634065585,0.15405663467537767,0.1401387581966445,0.16695560084492855,8.372872870247425,14.678463123288553,154.23,171.47,0.055223363628631894,0.019451747611027304,2,HIGH,NONE,75.0
168.72,172.53,170.625,174.22,175.78,148.94,153.93,1.58,174.22,0.333,0.003771174372282582,-1.5071776462233955,-0.9090213772549816,-0.001686714251894983,0.011130257327749304,0.09106242215669319,0.10311249957801788,0.10848833422507081,19.136227277583785,9.41150063406598,167.38,163.55,0.04654001199039115,0.04232866330233809,1,NONE,NONE,100.0
179.58,162.4,170.99,164.18,153.51,154.64,160.42,15.45,158.84,0.929,0.014912995872388257,1.2699097872307996,-0.7744448323493969,-0.0033254573539094334,0.0055754797956493185,0.11899302457900246,0.168205834082496,0.18258545214364635,53.4421473776585,13.78999751964506,174.02,135.52,0.01869405149887937,0.07909234968515177,1,NONE,NONE,100.0
